Tiempo,ID,PosX,PosY,Masa,Activa
8.91,3,44.6525,4.6625,1.5,1
8.91,4,40.32,52.32,2.5,1
8.92,1,51.3,53.26,2,1
8.92,2,60.2089,81.9896,3,1
8.92,3,44.735,4.55,1.5,1
8.92,4,40.46,52.2375,2.5,1
8.93,1,51.15,53.35,2,1
8.93,2,60.3112,82.0627,3,1
8.93,3,44.8175,4.4375,1.5,1
8.93,4,40.6,52.155,2.5,1
8.94,1,51,53.44,2,1
8.94,2,60.4136,82.1358,3,1
8.94,3,44.9,4.325,1.5,1
8.94,4,40.74,52.0725,2.5,1
8.95,1,50.85,53.53,2,1
8.95,2,60.5159,82.2089,3,1
8.95,3,44.9825,4.2125,1.5,1
8.95,4,40.88,51.99,2.5,1
8.96,1,50.7,53.62,2,1
8.96,2,60.6183,82.282,3,1
8.96,3,45.065,4.1,1.5,1
8.96,4,41.02,51.9075,2.5,1
8.97,1,50.55,53.71,2,1
8.97,2,60.7206,82.3551,3,1
8.97,3,45.1475,3.9875,1.5,1
8.97,4,41.16,51.825,2.5,1
8.98,1,50.4,53.8,2,1
8.98,2,60.823,82.4282,3,1
8.98,3,45.23,3.875,1.5,1
8.98,4,41.3,51.7425,2.5,1
8.99,1,50.25,53.89,2,1
8.99,2,60.9253,82.5013,3,1
8.99,3,45.3125,3.7625,1.5,1
8.99,4,41.44,51.66,2.5,1
9,1,50.1,53.98,2,1
9,2,61.0277,82.5744,3,1
9,3,45.395,3.65,1.5,1
9,4,41.58,51.5775,2.5,1
9.01,1,49.95,54.07,2,1
9.01,2,61.13,82.6475,3,1
9.01,3,45.4775,3.5375,1.5,1
9.01,4,41.72,51.495,2.5,1
9.02,1,49.8,54.16,2,1
9.02,2,61.2323,82.7206,3,1
9.02,3,45.56,3.425,1.5,1
9.02,4,41.86,51.4125,2.5,1
9.03,1,49.65,54.25,2,1
9.03,2,61.3347,82.7937,3,1
9.03,3,45.6425,3.3125,1.5,1
9.03,4,42,51.33,2.5,1
9.04,1,49.5,54.34,2,1
9.04,2,61.437,82.8668,3,1
9.04,3,45.725,3.2,1.5,1
9.04,4,42.14,51.2475,2.5,1
9.05,1,49.35,54.43,2,1
9.05,2,61.5394,82.9399,3,1
9.05,3,45.8075,3.0875,1.5,1
9.05,4,42.28,51.165,2.5,1
9.06,1,49.2,54.52,2,1
9.06,2,61.6417,83.013,3,1
9.06,3,45.89,2.975,1.5,1
9.06,4,42.42,51.0825,2.5,1
9.07,1,49.05,54.61,2,1
9.07,2,61.7441,83.0861,3,1
9.07,3,45.9725,2.8625,1.5,1
9.07,4,42.56,51,2.5,1
9.08,1,48.9,54.7,2,1
9.08,2,61.8464,83.1592,3,1
9.08,3,46.055,2.75,1.5,1
9.08,4,42.7,50.9175,2.5,1
9.09,1,48.75,54.79,2,1
9.09,2,61.9488,83.2323,3,1
9.09,3,46.1375,2.6375,1.5,1
9.09,4,42.84,50.835,2.5,1
9.1,1,48.6,54.88,2,1
9.1,2,62.0511,83.3054,3,1
9.1,3,46.22,2.525,1.5,1
9.1,4,42.98,50.7525,2.5,1
9.11,1,48.45,54.97,2,1
9.11,2,62.1535,83.3785,3,1
9.11,3,46.3025,2.4125,1.5,1
9.11,4,43.12,50.67,2.5,1
9.12,1,48.3,55.06,2,1
9.12,2,62.2558,83.4516,3,1
9.12,3,46.385,2.3,1.5,1
9.12,4,43.26,50.5875,2.5,1
9.13,1,48.15,55.15,2,1
9.13,2,62.3581,83.5247,3,1
9.13,3,46.4675,2.1875,1.5,1
9.13,4,43.4,50.505,2.5,1
9.14,1,48,55.24,2,1
9.14,2,62.4605,83.5978,3,1
9.14,3,46.55,2.075,1.5,1
9.14,4,43.54,50.4225,2.5,1
9.15,1,47.85,55.33,2,1
9.15,2,62.5628,83.6709,3,1
9.15,3,46.6325,2,1.5,1
9.15,4,43.68,50.34,2.5,1
9.16,1,47.7,55.42,2,1
9.16,2,62.6652,83.744,3,1
9.16,3,46.715,2.1125,1.5,1
9.16,4,43.82,50.2575,2.5,1
9.17,1,47.55,55.51,2,1
9.17,2,62.7675,83.8171,3,1
9.17,3,46.7975,2.225,1.5,1
9.17,4,43.96,50.175,2.5,1
9.18,1,47.4,55.6,2,1
9.18,2,62.8699,83.8902,3,1
9.18,3,46.88,2.3375,1.5,1
9.18,4,44.1,50.0925,2.5,1
9.19,1,47.25,55.69,2,1
9.19,2,62.9722,83.9633,3,1
9.19,3,46.9625,2.45,1.5,1
9.19,4,44.24,50.01,2.5,1
9.2,1,47.1,55.78,2,1
9.2,2,63.0746,84.0364,3,1
9.2,3,47.045,2.5625,1.5,1
9.2,4,44.38,49.9275,2.5,1
9.21,1,46.95,55.87,2,1
9.21,2,63.1769,84.1095,3,1
9.21,3,47.1275,2.675,1.5,1
9.21,4,44.52,49.845,2.5,1
9.22,1,46.8,55.96,2,1
9.22,2,63.2792,84.1826,3,1
9.22,3,47.21,2.7875,1.5,1
9.22,4,44.66,49.7625,2.5,1
9.23,1,46.65,56.05,2,1
9.23,2,63.3816,84.2557,3,1
9.23,3,47.2925,2.9,1.5,1
9.23,4,44.8,49.68,2.5,1
9.24,1,46.5,56.14,2,1
9.24,2,63.4839,84.3288,3,1
9.24,3,47.375,3.0125,1.5,1
9.24,4,44.94,49.5975,2.5,1
9.25,1,46.35,56.23,2,1
9.25,2,63.5863,84.4018,3,1
9.25,3,47.4575,3.125,1.5,1
9.25,4,45.08,49.515,2.5,1
9.26,1,46.2,56.32,2,1
9.26,2,63.6886,84.4749,3,1
9.26,3,47.54,3.2375,1.5,1
9.26,4,45.22,49.4325,2.5,1
9.27,1,46.05,56.41,2,1
9.27,2,63.791,84.548,3,1
9.27,3,47.6225,3.35,1.5,1
9.27,4,45.36,49.35,2.5,1
9.28,1,45.9,56.5,2,1
9.28,2,63.8933,84.6211,3,1
9.28,3,47.705,3.4625,1.5,1
9.28,4,45.5,49.2675,2.5,1
9.29,1,45.75,56.59,2,1
9.29,2,63.9957,84.6942,3,1
9.29,3,47.7875,3.575,1.5,1
9.29,4,45.64,49.185,2.5,1
9.3,1,45.6,56.68,2,1
9.3,2,64.098,84.7673,3,1
9.3,3,47.87,3.6875,1.5,1
9.3,4,45.78,49.1025,2.5,1
9.31,1,45.45,56.77,2,1
9.31,2,64.2004,84.8404,3,1
9.31,3,47.9525,3.8,1.5,1
9.31,4,45.92,49.02,2.5,1
9.32,1,45.3,56.86,2,1
9.32,2,64.3027,84.9135,3,1
9.32,3,48.035,3.9125,1.5,1
9.32,4,46.06,48.9375,2.5,1
9.33,1,45.15,56.95,2,1
9.33,2,64.405,84.9866,3,1
9.33,3,48.1175,4.025,1.5,1
9.33,4,46.2,48.855,2.5,1
9.34,1,45,57.04,2,1
9.34,2,64.5074,85.0597,3,1
9.34,3,48.2,4.1375,1.5,1
9.34,4,46.34,48.7725,2.5,1
9.35,1,44.85,57.13,2,1
9.35,2,64.6097,85.1328,3,1
9.35,3,48.2825,4.25,1.5,1
9.35,4,46.48,48.69,2.5,1
9.36,1,44.7,57.22,2,1
9.36,2,64.7121,85.2059,3,1
9.36,3,48.365,4.3625,1.5,1
9.36,4,46.62,48.6075,2.5,1
9.37,1,44.55,57.31,2,1
9.37,2,64.8144,85.279,3,1
9.37,3,48.4475,4.475,1.5,1
9.37,4,46.76,48.525,2.5,1
9.38,1,44.4,57.4,2,1
9.38,2,64.9168,85.3521,3,1
9.38,3,48.53,4.5875,1.5,1
9.38,4,46.9,48.4425,2.5,1
9.39,1,44.25,57.49,2,1
9.39,2,65.0191,85.4252,3,1
9.39,3,48.6125,4.7,1.5,1
9.39,4,47.04,48.36,2.5,1
9.4,1,44.1,57.58,2,1
9.4,2,65.1215,85.4983,3,1
9.4,3,48.695,4.8125,1.5,1
9.4,4,47.18,48.2775,2.5,1
9.41,1,43.95,57.67,2,1
9.41,2,65.2238,85.5714,3,1
9.41,3,48.7775,4.925,1.5,1
9.41,4,47.32,48.195,2.5,1
9.42,1,43.8,57.76,2,1
9.42,2,65.3262,85.6445,3,1
9.42,3,48.86,5.0375,1.5,1
9.42,4,47.46,48.1125,2.5,1
9.43,1,43.65,57.85,2,1
9.43,2,65.4285,85.7176,3,1
9.43,3,48.9425,5.15,1.5,1
9.43,4,47.6,48.03,2.5,1
9.44,1,43.5,57.94,2,1
9.44,2,65.5308,85.7907,3,1
9.44,3,49.025,5.2625,1.5,1
9.44,4,47.74,47.9475,2.5,1
9.45,1,43.35,58.03,2,1
9.45,2,65.6332,85.8638,3,1
9.45,3,49.1075,5.375,1.5,1
9.45,4,47.88,47.865,2.5,1
9.46,1,43.2,58.12,2,1
9.46,2,65.7355,85.9369,3,1
9.46,3,49.19,5.4875,1.5,1
9.46,4,48.02,47.7825,2.5,1
9.47,1,43.05,58.21,2,1
9.47,2,65.8379,86.01,3,1
9.47,3,49.2725,5.6,1.5,1
9.47,4,48.16,47.7,2.5,1
9.48,1,42.9,58.3,2,1
9.48,2,65.9402,86.0831,3,1
9.48,3,49.355,5.7125,1.5,1
9.48,4,48.3,47.6175,2.5,1
9.49,1,42.75,58.39,2,1
9.49,2,66.0426,86.1562,3,1
9.49,3,49.4375,5.825,1.5,1
9.49,4,48.44,47.535,2.5,1
9.5,1,42.6,58.48,2,1
9.5,2,66.1449,86.2293,3,1
9.5,3,49.52,5.9375,1.5,1
9.5,4,48.58,47.4525,2.5,1
9.51,1,42.45,58.57,2,1
9.51,2,66.2473,86.3024,3,1
9.51,3,49.6025,6.05,1.5,1
9.51,4,48.72,47.37,2.5,1
9.52,1,42.3,58.66,2,1
9.52,2,66.3496,86.3755,3,1
9.52,3,49.685,6.1625,1.5,1
9.52,4,48.86,47.2875,2.5,1
9.53,1,42.15,58.75,2,1
9.53,2,66.4519,86.4486,3,1
9.53,3,49.7675,6.275,1.5,1
9.53,4,49,47.205,2.5,1
9.54,1,42,58.84,2,1
9.54,2,66.5543,86.5217,3,1
9.54,3,49.85,6.3875,1.5,1
9.54,4,49.14,47.1225,2.5,1
9.55,1,41.85,58.93,2,1
9.55,2,66.6566,86.5948,3,1
9.55,3,49.9325,6.5,1.5,1
9.55,4,49.28,47.04,2.5,1
9.56,1,41.7,59.02,2,1
9.56,2,66.759,86.6679,3,1
9.56,3,50.015,6.6125,1.5,1
9.56,4,49.42,46.9575,2.5,1
9.57,1,41.55,59.11,2,1
9.57,2,66.8613,86.741,3,1
9.57,3,50.0975,6.725,1.5,1
9.57,4,49.56,46.875,2.5,1
9.58,1,41.4,59.2,2,1
9.58,2,66.9637,86.8141,3,1
9.58,3,50.18,6.8375,1.5,1
9.58,4,49.7,46.7925,2.5,1
9.59,1,41.25,59.29,2,1
9.59,2,67.066,86.8872,3,1
9.59,3,50.2625,6.95,1.5,1
9.59,4,49.84,46.71,2.5,1
9.6,1,41.1,59.38,2,1
9.6,2,67.1684,86.9603,3,1
9.6,3,50.345,7.0625,1.5,1
9.6,4,49.98,46.6275,2.5,1
9.61,1,40.95,59.47,2,1
9.61,2,67.2707,87.0334,3,1
9.61,3,50.4275,7.175,1.5,1
9.61,4,50.12,46.545,2.5,1
9.62,1,40.8,59.56,2,1
9.62,2,67.3731,87.1065,3,1
9.62,3,50.51,7.2875,1.5,1
9.62,4,50.26,46.4625,2.5,1
9.63,1,40.65,59.65,2,1
9.63,2,67.4754,87.1795,3,1
9.63,3,50.5925,7.4,1.5,1
9.63,4,50.4,46.38,2.5,1
9.64,1,40.5,59.74,2,1
9.64,2,67.5777,87.2526,3,1
9.64,3,50.675,7.5125,1.5,1
9.64,4,50.54,46.2975,2.5,1
9.65,1,40.35,59.83,2,1
9.65,2,67.6801,87.3257,3,1
9.65,3,50.7575,7.625,1.5,1
9.65,4,50.68,46.215,2.5,1
9.66,1,40.2,59.92,2,1
9.66,2,67.7824,87.3988,3,1
9.66,3,50.84,7.7375,1.5,1
9.66,4,50.82,46.1325,2.5,1
9.67,1,40.05,60.01,2,1
9.67,2,67.8848,87.4719,3,1
9.67,3,50.9225,7.85,1.5,1
9.67,4,50.96,46.05,2.5,1
9.68,1,39.9,60.1,2,1
9.68,2,67.9871,87.545,3,1
9.68,3,51.005,7.9625,1.5,1
9.68,4,51.1,45.9675,2.5,1
9.69,1,39.75,60.19,2,1
9.69,2,68.0895,87.6181,3,1
9.69,3,51.0875,8.075,1.5,1
9.69,4,51.24,45.885,2.5,1
9.7,1,39.6,60.28,2,1
9.7,2,68.1918,87.6912,3,1
9.7,3,51.17,8.1875,1.5,1
9.7,4,51.38,45.8025,2.5,1
9.71,1,39.45,60.37,2,1
9.71,2,68.2942,87.7643,3,1
9.71,3,51.2525,8.3,1.5,1
9.71,4,51.52,45.72,2.5,1
9.72,1,39.3,60.46,2,1
9.72,2,68.3965,87.8374,3,1
9.72,3,51.335,8.4125,1.5,1
9.72,4,51.66,45.6375,2.5,1
9.73,1,39.15,60.55,2,1
9.73,2,68.4988,87.9105,3,1
9.73,3,51.4175,8.525,1.5,1
9.73,4,51.8,45.555,2.5,1
9.74,1,39,60.64,2,1
9.74,2,68.6012,87.9836,3,1
9.74,3,51.5,8.6375,1.5,1
9.74,4,51.94,45.4725,2.5,1
9.75,1,38.85,60.73,2,1
9.75,2,68.7035,88.0567,3,1
9.75,3,51.5825,8.75,1.5,1
9.75,4,52.08,45.39,2.5,1
9.76,1,38.7,60.82,2,1
9.76,2,68.8059,88.1298,3,1
9.76,3,51.665,8.8625,1.5,1
9.76,4,52.22,45.3075,2.5,1
9.77,1,38.55,60.91,2,1
9.77,2,68.9082,88.2029,3,1
9.77,3,51.7475,8.975,1.5,1
9.77,4,52.36,45.225,2.5,1
9.78,1,38.4,61,2,1
9.78,2,69.0106,88.276,3,1
9.78,3,51.83,9.0875,1.5,1
9.78,4,52.5,45.1425,2.5,1
9.79,1,38.25,61.09,2,1
9.79,2,69.1129,88.3491,3,1
9.79,3,51.9125,9.2,1.5,1
9.79,4,52.64,45.06,2.5,1
9.8,1,38.1,61.18,2,1
9.8,2,69.2153,88.4222,3,1
9.8,3,51.995,9.3125,1.5,1
9.8,4,52.78,44.9775,2.5,1
9.81,1,37.95,61.27,2,1
9.81,2,69.3176,88.4953,3,1
9.81,3,52.0775,9.425,1.5,1
9.81,4,52.92,44.895,2.5,1
9.82,1,37.8,61.36,2,1
9.82,2,69.42,88.5684,3,1
9.82,3,52.16,9.5375,1.5,1
9.82,4,53.06,44.8125,2.5,1
9.83,1,37.65,61.45,2,1
9.83,2,69.5223,88.6415,3,1
9.83,3,52.2425,9.65,1.5,1
9.83,4,53.2,44.73,2.5,1
9.84,1,37.5,61.54,2,1
9.84,2,69.6246,88.7146,3,1
9.84,3,52.325,9.7625,1.5,1
9.84,4,53.34,44.6475,2.5,1
9.85,1,37.35,61.63,2,1
9.85,2,69.727,88.7877,3,1
9.85,3,52.4075,9.875,1.5,1
9.85,4,53.48,44.565,2.5,1
9.86,1,37.2,61.72,2,1
9.86,2,69.8293,88.8608,3,1
9.86,3,52.49,9.9875,1.5,1
9.86,4,53.62,44.4825,2.5,1
9.87,1,37.05,61.81,2,1
9.87,2,69.9317,88.9339,3,1
9.87,3,52.5725,10.1,1.5,1
9.87,4,53.76,44.4,2.5,1
9.88,1,36.9,61.9,2,1
9.88,2,70.034,89.007,3,1
9.88,3,52.655,10.2125,1.5,1
9.88,4,53.9,44.3175,2.5,1
9.89,1,36.75,61.99,2,1
9.89,2,70.1364,89.0801,3,1
9.89,3,52.7375,10.325,1.5,1
9.89,4,54.04,44.235,2.5,1
9.9,1,36.6,62.08,2,1
9.9,2,70.2387,89.1532,3,1
9.9,3,52.82,10.4375,1.5,1
9.9,4,54.18,44.1525,2.5,1
9.91,1,36.45,62.17,2,1
9.91,2,70.3411,89.2263,3,1
9.91,3,52.9025,10.55,1.5,1
9.91,4,54.32,44.07,2.5,1
9.92,1,36.3,62.26,2,1
9.92,2,70.4434,89.2994,3,1
9.92,3,52.985,10.6625,1.5,1
9.92,4,54.46,43.9875,2.5,1
9.93,1,36.15,62.35,2,1
9.93,2,70.5458,89.3725,3,1
9.93,3,53.0675,10.775,1.5,1
9.93,4,54.6,43.905,2.5,1
9.94,1,36,62.44,2,1
9.94,2,70.6481,89.4456,3,1
9.94,3,53.15,10.8875,1.5,1
9.94,4,54.74,43.8225,2.5,1
9.95,1,35.85,62.53,2,1
9.95,2,70.7504,89.5187,3,1
9.95,3,53.2325,11,1.5,1
9.95,4,54.88,43.74,2.5,1
9.96,1,35.7054,62.6016,2,1
9.96,2,70.8528,89.5918,3,1
9.96,3,53.315,11.1125,1.5,1
9.96,4,55.02,43.6575,2.5,1
9.97,1,35.619,62.4756,2,1
9.97,2,70.9551,89.6649,3,1
9.97,3,53.3975,11.225,1.5,1
9.97,4,55.16,43.575,2.5,1
9.98,1,35.5325,62.3495,2,1
9.98,2,71.0575,89.738,3,1
9.98,3,53.48,11.3375,1.5,1
9.98,4,55.3,43.4925,2.5,1
9.99,1,35.446,62.2235,2,1
9.99,2,71.1598,89.8111,3,1
9.99,3,53.5625,11.45,1.5,1
9.99,4,55.44,43.41,2.5,1
10,1,35.3596,62.0975,2,1
10,2,71.2622,89.8842,3,1
10,3,53.645,11.5625,1.5,1
10,4,55.58,43.3275,2.5,1
10.01,1,35.2731,61.9715,2,1
10.01,2,71.3645,89.9572,3,1
10.01,3,53.7275,11.675,1.5,1
10.01,4,55.72,43.245,2.5,1
10.02,1,35.1866,61.8455,2,1
10.02,2,71.4669,90.0303,3,1
10.02,3,53.81,11.7875,1.5,1
10.02,4,55.86,43.1625,2.5,1
10.03,1,35.1002,61.7195,2,1
10.03,2,71.5692,90.1034,3,1
10.03,3,53.8925,11.9,1.5,1
10.03,4,56,43.08,2.5,1
10.04,1,35.0137,61.5934,2,1
10.04,2,71.6715,90.1765,3,1
10.04,3,53.975,12.0125,1.5,1
10.04,4,56.14,42.9975,2.5,1
10.05,1,34.9272,61.4674,2,1
10.05,2,71.7739,90.2496,3,1
10.05,3,54.0575,12.125,1.5,1
10.05,4,56.28,42.915,2.5,1
10.06,1,34.8408,61.3414,2,1
10.06,2,71.8762,90.3227,3,1
10.06,3,54.14,12.2375,1.5,1
10.06,4,56.42,42.8325,2.5,1
10.07,1,34.7543,61.2154,2,1
10.07,2,71.9786,90.3958,3,1
10.07,3,54.2225,12.35,1.5,1
10.07,4,56.56,42.75,2.5,1
10.08,1,34.6678,61.0894,2,1
10.08,2,72.0809,90.4689,3,1
10.08,3,54.305,12.4625,1.5,1
10.08,4,56.7,42.6675,2.5,1
10.09,1,34.5814,60.9633,2,1
10.09,2,72.1833,90.542,3,1
10.09,3,54.3875,12.575,1.5,1
10.09,4,56.84,42.585,2.5,1
10.1,1,34.4949,60.8373,2,1
10.1,2,72.2856,90.6151,3,1
10.1,3,54.47,12.6875,1.5,1
10.1,4,56.98,42.5025,2.5,1
10.11,1,34.4084,60.7113,2,1
10.11,2,72.388,90.6882,3,1
10.11,3,54.5525,12.8,1.5,1
10.11,4,57.12,42.42,2.5,1
10.12,1,34.322,60.5853,2,1
10.12,2,72.4903,90.7613,3,1
10.12,3,54.635,12.9125,1.5,1
10.12,4,57.26,42.3375,2.5,1
10.13,1,34.2355,60.4593,2,1
10.13,2,72.5927,90.8344,3,1
10.13,3,54.7175,13.025,1.5,1
10.13,4,57.4,42.255,2.5,1
10.14,1,34.149,60.3332,2,1
10.14,2,72.695,90.9075,3,1
10.14,3,54.8,13.1375,1.5,1
10.14,4,57.54,42.1725,2.5,1
10.15,1,34.0626,60.2072,2,1
10.15,2,72.7973,90.9806,3,1
10.15,3,54.8825,13.25,1.5,1
10.15,4,57.68,42.09,2.5,1
10.16,1,33.9761,60.0812,2,1
10.16,2,72.8997,91.0537,3,1
10.16,3,54.965,13.3625,1.5,1
10.16,4,57.82,42.0075,2.5,1
10.17,1,33.8897,59.9552,2,1
10.17,2,73.002,91.1268,3,1
10.17,3,55.0475,13.475,1.5,1
10.17,4,57.96,41.925,2.5,1
10.18,1,33.8032,59.8292,2,1
10.18,2,73.1044,91.1999,3,1
10.18,3,55.13,13.5875,1.5,1
10.18,4,58.1,41.8425,2.5,1
10.19,1,33.7167,59.7031,2,1
10.19,2,73.2067,91.273,3,1
10.19,3,55.2125,13.7,1.5,1
10.19,4,58.24,41.76,2.5,1
10.2,1,33.6303,59.5771,2,1
10.2,2,73.3091,91.3461,3,1
10.2,3,55.295,13.8125,1.5,1
10.2,4,58.38,41.6775,2.5,1
10.21,1,33.5438,59.4511,2,1
10.21,2,73.4114,91.4192,3,1
10.21,3,55.3775,13.925,1.5,1
10.21,4,58.52,41.595,2.5,1
10.22,1,33.4573,59.3251,2,1
10.22,2,73.5138,91.4923,3,1
10.22,3,55.46,14.0375,1.5,1
10.22,4,58.66,41.5125,2.5,1
10.23,1,33.3709,59.1991,2,1
10.23,2,73.6161,91.5654,3,1
10.23,3,55.5425,14.15,1.5,1
10.23,4,58.8,41.43,2.5,1
10.24,1,33.2844,59.0731,2,1
10.24,2,73.7185,91.6385,3,1
10.24,3,55.625,14.2625,1.5,1
10.24,4,58.94,41.3475,2.5,1
10.25,1,33.1979,58.947,2,1
10.25,2,73.8208,91.7116,3,1
10.25,3,55.7075,14.375,1.5,1
10.25,4,59.08,41.265,2.5,1
10.26,1,33.1115,58.821,2,1
10.26,2,73.9231,91.7847,3,1
10.26,3,55.79,14.4875,1.5,1
10.26,4,59.22,41.1825,2.5,1
10.27,1,33.025,58.695,2,1
10.27,2,74.0255,91.8578,3,1
10.27,3,55.8725,14.6,1.5,1
10.27,4,59.36,41.1,2.5,1
10.28,1,32.9385,58.569,2,1
10.28,2,74.1278,91.9309,3,1
10.28,3,55.955,14.7125,1.5,1
10.28,4,59.5,41.0175,2.5,1
10.29,1,32.8521,58.443,2,1
10.29,2,74.2302,92.004,3,1
10.29,3,56.0375,14.825,1.5,1
10.29,4,59.64,40.935,2.5,1
10.3,1,32.7656,58.3169,2,1
10.3,2,74.3325,92.0771,3,1
10.3,3,56.12,14.9375,1.5,1
10.3,4,59.78,40.8525,2.5,1
10.31,1,32.6791,58.1909,2,1
10.31,2,74.4349,92.1502,3,1
10.31,3,56.2025,15.05,1.5,1
10.31,4,59.92,40.77,2.5,1
10.32,1,32.5927,58.0649,2,1
10.32,2,74.5372,92.2233,3,1
10.32,3,56.285,15.1625,1.5,1
10.32,4,60.06,40.6875,2.5,1
10.33,1,32.5062,57.9389,2,1
10.33,2,74.6396,92.2964,3,1
10.33,3,56.3675,15.275,1.5,1
10.33,4,60.2,40.605,2.5,1
10.34,1,32.4197,57.8129,2,1
10.34,2,74.7419,92.3695,3,1
10.34,3,56.45,15.3875,1.5,1
10.34,4,60.34,40.5225,2.5,1
10.35,1,32.3333,57.6868,2,1
10.35,2,74.8442,92.4426,3,1
10.35,3,56.5325,15.5,1.5,1
10.35,4,60.48,40.44,2.5,1
10.36,1,32.2468,57.5608,2,1
10.36,2,74.9466,92.5157,3,1
10.36,3,56.615,15.6125,1.5,1
10.36,4,60.62,40.3575,2.5,1
10.37,1,32.1604,57.4348,2,1
10.37,2,75.0489,92.5888,3,1
10.37,3,56.6975,15.725,1.5,1
10.37,4,60.76,40.275,2.5,1
10.38,1,32.0739,57.3088,2,1
10.38,2,75.1513,92.6618,3,1
10.38,3,56.78,15.8375,1.5,1
10.38,4,60.9,40.1925,2.5,1
10.39,1,31.9874,57.1828,2,1
10.39,2,75.2536,92.7349,3,1
10.39,3,56.8625,15.95,1.5,1
10.39,4,61.04,40.11,2.5,1
10.4,1,31.901,57.0567,2,1
10.4,2,75.356,92.808,3,1
10.4,3,56.945,16.0625,1.5,1
10.4,4,61.18,40.0275,2.5,1
10.41,1,31.8145,56.9307,2,1
10.41,2,75.4583,92.8811,3,1
10.41,3,57.0275,16.175,1.5,1
10.41,4,61.32,39.945,2.5,1
10.42,1,31.728,56.8047,2,1
10.42,2,75.5607,92.9542,3,1
10.42,3,57.11,16.2875,1.5,1
10.42,4,61.46,39.8625,2.5,1
10.43,1,31.6416,56.6787,2,1
10.43,2,75.663,93.0273,3,1
10.43,3,57.1925,16.4,1.5,1
10.43,4,61.6,39.78,2.5,1
10.44,1,31.5551,56.5527,2,1
10.44,2,75.7654,93.1004,3,1
10.44,3,57.275,16.5125,1.5,1
10.44,4,61.74,39.6975,2.5,1
10.45,1,31.4686,56.4266,2,1
10.45,2,75.8677,93.1735,3,1
10.45,3,57.3575,16.625,1.5,1
10.45,4,61.88,39.615,2.5,1
10.46,1,31.3822,56.3006,2,1
10.46,2,75.97,93.2466,3,1
10.46,3,57.44,16.7375,1.5,1
10.46,4,62.02,39.5325,2.5,1
10.47,1,31.2957,56.1746,2,1
10.47,2,76.0724,93.3197,3,1
10.47,3,57.5225,16.85,1.5,1
10.47,4,62.16,39.45,2.5,1
10.48,1,31.2092,56.0486,2,1
10.48,2,76.1747,93.3928,3,1
10.48,3,57.605,16.9625,1.5,1
10.48,4,62.3,39.3675,2.5,1
10.49,1,31.1228,55.9226,2,1
10.49,2,76.2771,93.4659,3,1
10.49,3,57.6875,17.075,1.5,1
10.49,4,62.44,39.285,2.5,1
10.5,1,31.0363,55.7966,2,1
10.5,2,76.3794,93.539,3,1
10.5,3,57.77,17.1875,1.5,1
10.5,4,62.58,39.2025,2.5,1
10.51,1,30.9498,55.6705,2,1
10.51,2,76.4818,93.6121,3,1
10.51,3,57.8525,17.3,1.5,1
10.51,4,62.72,39.12,2.5,1
10.52,1,30.8634,55.5445,2,1
10.52,2,76.5841,93.6852,3,1
10.52,3,57.935,17.4125,1.5,1
10.52,4,62.86,39.0375,2.5,1
10.53,1,30.7769,55.4185,2,1
10.53,2,76.6865,93.7583,3,1
10.53,3,58.0175,17.525,1.5,1
10.53,4,63,38.955,2.5,1
10.54,1,30.6904,55.2925,2,1
10.54,2,76.7888,93.8314,3,1
10.54,3,58.1,17.6375,1.5,1
10.54,4,63.14,38.8725,2.5,1
10.55,1,30.604,55.1665,2,1
10.55,2,76.8912,93.9045,3,1
10.55,3,58.1825,17.75,1.5,1
10.55,4,63.28,38.79,2.5,1
10.56,1,30.5175,55.0404,2,1
10.56,2,76.9935,93.9776,3,1
10.56,3,58.265,17.8625,1.5,1
10.56,4,63.42,38.7075,2.5,1
10.57,1,30.4311,54.9144,2,1
10.57,2,77.0958,94.0507,3,1
10.57,3,58.3475,17.975,1.5,1
10.57,4,63.56,38.625,2.5,1
10.58,1,30.3446,54.7884,2,1
10.58,2,77.1982,94.1238,3,1
10.58,3,58.43,18.0875,1.5,1
10.58,4,63.7,38.5425,2.5,1
10.59,1,30.2581,54.6624,2,1
10.59,2,77.3005,94.1969,3,1
10.59,3,58.5125,18.2,1.5,1
10.59,4,63.84,38.46,2.5,1
10.6,1,30.1717,54.5364,2,1
10.6,2,77.4029,94.27,3,1
10.6,3,58.595,18.3125,1.5,1
10.6,4,63.98,38.3775,2.5,1
10.61,1,30.0852,54.4103,2,1
10.61,2,77.5052,94.3431,3,1
10.61,3,58.6775,18.425,1.5,1
10.61,4,64.12,38.295,2.5,1
10.62,1,29.9987,54.2843,2,1
10.62,2,77.6076,94.4162,3,1
10.62,3,58.76,18.5375,1.5,1
10.62,4,64.26,38.2125,2.5,1
10.63,1,29.9123,54.1583,2,1
10.63,2,77.7099,94.4893,3,1
10.63,3,58.8425,18.65,1.5,1
10.63,4,64.4,38.13,2.5,1
10.64,1,29.8258,54.0323,2,1
10.64,2,77.8123,94.5624,3,1
10.64,3,58.925,18.7625,1.5,1
10.64,4,64.54,38.0475,2.5,1
10.65,1,29.7393,53.9063,2,1
10.65,2,77.9146,94.6355,3,1
10.65,3,59.0075,18.875,1.5,1
10.65,4,64.68,37.965,2.5,1
10.66,1,29.6529,53.7802,2,1
10.66,2,78.0169,94.7086,3,1
