Tiempo,ID,PosX,PosY,Masa,Activa
3.58,4,39.88,96.2925,2.5,1
3.59,1,63.85,5.29,2,1
3.59,2,81.0342,43.0288,3,1
3.59,3,3.2,36.15,1.5,1
3.59,4,39.74,96.21,2.5,1
3.6,1,64,5.38,2,1
3.6,2,80.8977,43.1018,3,1
3.6,3,3.1175,36,1.5,1
3.6,4,39.6,96.1275,2.5,1
3.61,1,64.15,5.47,2,1
3.61,2,80.7612,43.1749,3,1
3.61,3,3.035,35.85,1.5,1
3.61,4,39.46,96.045,2.5,1
3.62,1,64.3,5.56,2,1
3.62,2,80.6248,43.248,3,1
3.62,3,2.9525,35.7,1.5,1
3.62,4,39.32,95.9625,2.5,1
3.63,1,64.45,5.65,2,1
3.63,2,80.4883,43.3211,3,1
3.63,3,2.87,35.55,1.5,1
3.63,4,39.18,95.88,2.5,1
3.64,1,64.6,5.74,2,1
3.64,2,80.3519,43.3942,3,1
3.64,3,2.7875,35.4,1.5,1
3.64,4,39.04,95.7975,2.5,1
3.65,1,64.75,5.83,2,1
3.65,2,80.2154,43.4673,3,1
3.65,3,2.705,35.25,1.5,1
3.65,4,38.9,95.715,2.5,1
3.66,1,64.9,5.92,2,1
3.66,2,80.0789,43.5404,3,1
3.66,3,2.6225,35.1,1.5,1
3.66,4,38.76,95.6325,2.5,1
3.67,1,65.05,6.01,2,1
3.67,2,79.9425,43.6135,3,1
3.67,3,2.54,34.95,1.5,1
3.67,4,38.62,95.55,2.5,1
3.68,1,65.2,6.1,2,1
3.68,2,79.806,43.6866,3,1
3.68,3,2.4575,34.8,1.5,1
3.68,4,38.48,95.4675,2.5,1
3.69,1,65.35,6.19,2,1
3.69,2,79.6696,43.7597,3,1
3.69,3,2.375,34.65,1.5,1
3.69,4,38.34,95.385,2.5,1
3.7,1,65.5,6.28,2,1
3.7,2,79.5331,43.8328,3,1
3.7,3,2.2925,34.5,1.5,1
3.7,4,38.2,95.3025,2.5,1
3.71,1,65.65,6.37,2,1
3.71,2,79.3966,43.9059,3,1
3.71,3,2.21,34.35,1.5,1
3.71,4,38.06,95.22,2.5,1
3.72,1,65.8,6.46,2,1
3.72,2,79.2602,43.979,3,1
3.72,3,2.1275,34.2,1.5,1
3.72,4,37.92,95.1375,2.5,1
3.73,1,65.95,6.55,2,1
3.73,2,79.1237,44.0521,3,1
3.73,3,2.045,34.05,1.5,1
3.73,4,37.78,95.055,2.5,1
3.74,1,66.1,6.64,2,1
3.74,2,78.9873,44.1252,3,1
3.74,3,2,33.9,1.5,1
3.74,4,37.64,94.9725,2.5,1
3.75,1,66.25,6.73,2,1
3.75,2,78.8508,44.1983,3,1
3.75,3,2.0825,33.75,1.5,1
3.75,4,37.5,94.89,2.5,1
3.76,1,66.4,6.82,2,1
3.76,2,78.7143,44.2714,3,1
3.76,3,2.165,33.6,1.5,1
3.76,4,37.36,94.8075,2.5,1
3.77,1,66.55,6.91,2,1
3.77,2,78.5779,44.3445,3,1
3.77,3,2.2475,33.45,1.5,1
3.77,4,37.22,94.725,2.5,1
3.78,1,66.7,7,2,1
3.78,2,78.4414,44.4176,3,1
3.78,3,2.33,33.3,1.5,1
3.78,4,37.08,94.6425,2.5,1
3.79,1,66.85,7.09,2,1
3.79,2,78.305,44.4907,3,1
3.79,3,2.4125,33.15,1.5,1
3.79,4,36.94,94.56,2.5,1
3.8,1,67,7.18,2,1
3.8,2,78.1685,44.5638,3,1
3.8,3,2.495,33,1.5,1
3.8,4,36.8,94.4775,2.5,1
3.81,1,67.15,7.27,2,1
3.81,2,78.032,44.6369,3,1
3.81,3,2.5775,32.85,1.5,1
3.81,4,36.66,94.395,2.5,1
3.82,1,67.3,7.36,2,1
3.82,2,77.8956,44.71,3,1
3.82,3,2.66,32.7,1.5,1
3.82,4,36.52,94.3125,2.5,1
3.83,1,67.45,7.45,2,1
3.83,2,77.7591,44.7831,3,1
3.83,3,2.7425,32.55,1.5,1
3.83,4,36.38,94.23,2.5,1
3.84,1,67.6,7.54,2,1
3.84,2,77.6227,44.8562,3,1
3.84,3,2.825,32.4,1.5,1
3.84,4,36.24,94.1475,2.5,1
3.85,1,67.75,7.63,2,1
3.85,2,77.4862,44.9293,3,1
3.85,3,2.9075,32.25,1.5,1
3.85,4,36.1,94.065,2.5,1
3.86,1,67.9,7.72,2,1
3.86,2,77.3497,45.0024,3,1
3.86,3,2.99,32.1,1.5,1
3.86,4,35.96,93.9825,2.5,1
3.87,1,68.05,7.81,2,1
3.87,2,77.2133,45.0755,3,1
3.87,3,3.0725,31.95,1.5,1
3.87,4,35.82,93.9,2.5,1
3.88,1,68.2,7.9,2,1
3.88,2,77.0768,45.1486,3,1
3.88,3,3.155,31.8,1.5,1
3.88,4,35.68,93.8175,2.5,1
3.89,1,68.35,7.99,2,1
3.89,2,76.9404,45.2217,3,1
3.89,3,3.2375,31.65,1.5,1
3.89,4,35.54,93.735,2.5,1
3.9,1,68.5,8.08,2,1
3.9,2,76.8039,45.2948,3,1
3.9,3,3.32,31.5,1.5,1
3.9,4,35.4,93.6525,2.5,1
3.91,1,68.65,8.17,2,1
3.91,2,76.6674,45.3679,3,1
3.91,3,3.4025,31.35,1.5,1
3.91,4,35.26,93.57,2.5,1
3.92,1,68.8,8.26,2,1
3.92,2,76.531,45.441,3,1
3.92,3,3.485,31.2,1.5,1
3.92,4,35.12,93.4875,2.5,1
3.93,1,68.95,8.35,2,1
3.93,2,76.3945,45.5141,3,1
3.93,3,3.5675,31.05,1.5,1
3.93,4,34.98,93.405,2.5,1
3.94,1,69.1,8.44,2,1
3.94,2,76.2581,45.5872,3,1
3.94,3,3.65,30.9,1.5,1
3.94,4,34.84,93.3225,2.5,1
3.95,1,69.25,8.53,2,1
3.95,2,76.1216,45.6603,3,1
3.95,3,3.7325,30.75,1.5,1
3.95,4,34.7,93.24,2.5,1
3.96,1,69.4,8.62,2,1
3.96,2,75.9851,45.7334,3,1
3.96,3,3.815,30.6,1.5,1
3.96,4,34.56,93.1575,2.5,1
3.97,1,69.55,8.71,2,1
3.97,2,75.8487,45.8065,3,1
3.97,3,3.8975,30.45,1.5,1
3.97,4,34.42,93.075,2.5,1
3.98,1,69.7,8.8,2,1
3.98,2,75.7122,45.8795,3,1
3.98,3,3.98,30.3,1.5,1
3.98,4,34.28,92.9925,2.5,1
3.99,1,69.85,8.89,2,1
3.99,2,75.5758,45.9526,3,1
3.99,3,4.0625,30.15,1.5,1
3.99,4,34.14,92.91,2.5,1
4,1,70,8.98,2,1
4,2,75.4393,46.0257,3,1
4,3,4.145,30,1.5,1
4,4,34,92.8275,2.5,1
4.01,1,70.15,9.07,2,1
4.01,2,75.3028,46.0988,3,1
4.01,3,4.2275,29.85,1.5,1
4.01,4,33.86,92.745,2.5,1
4.02,1,70.3,9.16,2,1
4.02,2,75.1664,46.1719,3,1
4.02,3,4.31,29.7,1.5,1
4.02,4,33.72,92.6625,2.5,1
4.03,1,70.45,9.25,2,1
4.03,2,75.0299,46.245,3,1
4.03,3,4.3925,29.55,1.5,1
4.03,4,33.58,92.58,2.5,1
4.04,1,70.6,9.34,2,1
4.04,2,74.8935,46.3181,3,1
4.04,3,4.475,29.4,1.5,1
4.04,4,33.44,92.4975,2.5,1
4.05,1,70.75,9.43,2,1
4.05,2,74.757,46.3912,3,1
4.05,3,4.5575,29.25,1.5,1
4.05,4,33.3,92.415,2.5,1
4.06,1,70.9,9.52,2,1
4.06,2,74.6205,46.4643,3,1
4.06,3,4.64,29.1,1.5,1
4.06,4,33.16,92.3325,2.5,1
4.07,1,71.05,9.61,2,1
4.07,2,74.4841,46.5374,3,1
4.07,3,4.7225,28.95,1.5,1
4.07,4,33.02,92.25,2.5,1
4.08,1,71.2,9.7,2,1
4.08,2,74.3476,46.6105,3,1
4.08,3,4.805,28.8,1.5,1
4.08,4,32.88,92.1675,2.5,1
4.09,1,71.35,9.79,2,1
4.09,2,74.2112,46.6836,3,1
4.09,3,4.8875,28.65,1.5,1
4.09,4,32.74,92.085,2.5,1
4.1,1,71.5,9.88,2,1
4.1,2,74.0747,46.7567,3,1
4.1,3,4.97,28.5,1.5,1
4.1,4,32.6,92.0025,2.5,1
4.11,1,71.65,9.97,2,1
4.11,2,73.9382,46.8298,3,1
4.11,3,5.0525,28.35,1.5,1
4.11,4,32.46,91.92,2.5,1
4.12,1,71.8,10.06,2,1
4.12,2,73.8018,46.9029,3,1
4.12,3,5.135,28.2,1.5,1
4.12,4,32.32,91.8375,2.5,1
4.13,1,71.95,10.15,2,1
4.13,2,73.6653,46.976,3,1
4.13,3,5.2175,28.05,1.5,1
4.13,4,32.18,91.755,2.5,1
4.14,1,72.1,10.24,2,1
4.14,2,73.5288,47.0491,3,1
4.14,3,5.3,27.9,1.5,1
4.14,4,32.04,91.6725,2.5,1
4.15,1,72.25,10.33,2,1
4.15,2,73.3924,47.1222,3,1
4.15,3,5.3825,27.75,1.5,1
4.15,4,31.9,91.59,2.5,1
4.16,1,72.4,10.42,2,1
4.16,2,73.2559,47.1953,3,1
4.16,3,5.465,27.6,1.5,1
4.16,4,31.76,91.5075,2.5,1
4.17,1,72.55,10.51,2,1
4.17,2,73.1195,47.2684,3,1
4.17,3,5.5475,27.45,1.5,1
4.17,4,31.62,91.425,2.5,1
4.18,1,72.7,10.6,2,1
4.18,2,72.983,47.3415,3,1
4.18,3,5.63,27.3,1.5,1
4.18,4,31.48,91.3425,2.5,1
4.19,1,72.85,10.69,2,1
4.19,2,72.8465,47.4146,3,1
4.19,3,5.7125,27.15,1.5,1
4.19,4,31.34,91.26,2.5,1
4.2,1,73,10.78,2,1
4.2,2,72.7101,47.4877,3,1
4.2,3,5.795,27,1.5,1
4.2,4,31.2,91.1775,2.5,1
4.21,1,73.15,10.87,2,1
4.21,2,72.5736,47.5608,3,1
4.21,3,5.8775,26.85,1.5,1
4.21,4,31.06,91.095,2.5,1
4.22,1,73.3,10.96,2,1
4.22,2,72.4372,47.6339,3,1
4.22,3,5.96,26.7,1.5,1
4.22,4,30.92,91.0125,2.5,1
4.23,1,73.45,11.05,2,1
4.23,2,72.3007,47.707,3,1
4.23,3,6.0425,26.55,1.5,1
4.23,4,30.78,90.93,2.5,1
4.24,1,73.6,11.14,2,1
4.24,2,72.1642,47.7801,3,1
4.24,3,6.125,26.4,1.5,1
4.24,4,30.64,90.8475,2.5,1
4.25,1,73.75,11.23,2,1
4.25,2,72.0278,47.8532,3,1
4.25,3,6.2075,26.25,1.5,1
4.25,4,30.5,90.765,2.5,1
4.26,1,73.9,11.32,2,1
4.26,2,71.8913,47.9263,3,1
4.26,3,6.29,26.1,1.5,1
4.26,4,30.36,90.6825,2.5,1
4.27,1,74.05,11.41,2,1
4.27,2,71.7549,47.9994,3,1
4.27,3,6.3725,25.95,1.5,1
4.27,4,30.22,90.6,2.5,1
4.28,1,74.2,11.5,2,1
4.28,2,71.6184,48.0725,3,1
4.28,3,6.455,25.8,1.5,1
4.28,4,30.08,90.5175,2.5,1
4.29,1,74.35,11.59,2,1
4.29,2,71.4819,48.1456,3,1
4.29,3,6.5375,25.65,1.5,1
4.29,4,29.94,90.435,2.5,1
4.3,1,74.5,11.68,2,1
4.3,2,71.3455,48.2187,3,1
4.3,3,6.62,25.5,1.5,1
4.3,4,29.8,90.3525,2.5,1
4.31,1,74.65,11.77,2,1
4.31,2,71.209,48.2918,3,1
4.31,3,6.7025,25.35,1.5,1
4.31,4,29.66,90.27,2.5,1
4.32,1,74.8,11.86,2,1
4.32,2,71.0726,48.3649,3,1
4.32,3,6.785,25.2,1.5,1
4.32,4,29.52,90.1875,2.5,1
4.33,1,74.95,11.95,2,1
4.33,2,70.9361,48.438,3,1
4.33,3,6.8675,25.05,1.5,1
4.33,4,29.38,90.105,2.5,1
4.34,1,75.1,12.04,2,1
4.34,2,70.7996,48.5111,3,1
4.34,3,6.95,24.9,1.5,1
4.34,4,29.24,90.0225,2.5,1
4.35,1,75.25,12.13,2,1
4.35,2,70.6632,48.5842,3,1
4.35,3,7.0325,24.75,1.5,1
4.35,4,29.1,89.94,2.5,1
4.36,1,75.4,12.22,2,1
4.36,2,70.5267,48.6572,3,1
4.36,3,7.115,24.6,1.5,1
4.36,4,28.96,89.8575,2.5,1
4.37,1,75.55,12.31,2,1
4.37,2,70.3903,48.7303,3,1
4.37,3,7.1975,24.45,1.5,1
4.37,4,28.82,89.775,2.5,1
4.38,1,75.7,12.4,2,1
4.38,2,70.2538,48.8034,3,1
4.38,3,7.28,24.3,1.5,1
4.38,4,28.68,89.6925,2.5,1
4.39,1,75.85,12.49,2,1
4.39,2,70.1173,48.8765,3,1
4.39,3,7.3625,24.15,1.5,1
4.39,4,28.54,89.61,2.5,1
4.4,1,76,12.58,2,1
4.4,2,69.9809,48.9496,3,1
4.4,3,7.445,24,1.5,1
4.4,4,28.4,89.5275,2.5,1
4.41,1,76.15,12.67,2,1
4.41,2,69.8444,49.0227,3,1
4.41,3,7.5275,23.85,1.5,1
4.41,4,28.26,89.445,2.5,1
4.42,1,76.3,12.76,2,1
4.42,2,69.708,49.0958,3,1
4.42,3,7.61,23.7,1.5,1
4.42,4,28.12,89.3625,2.5,1
4.43,1,76.45,12.85,2,1
4.43,2,69.5715,49.1689,3,1
4.43,3,7.6925,23.55,1.5,1
4.43,4,27.98,89.28,2.5,1
4.44,1,76.6,12.94,2,1
4.44,2,69.435,49.242,3,1
4.44,3,7.775,23.4,1.5,1
4.44,4,27.84,89.1975,2.5,1
4.45,1,76.75,13.03,2,1
4.45,2,69.2986,49.3151,3,1
4.45,3,7.8575,23.25,1.5,1
4.45,4,27.7,89.115,2.5,1
4.46,1,76.9,13.12,2,1
4.46,2,69.1621,49.3882,3,1
4.46,3,7.94,23.1,1.5,1
4.46,4,27.56,89.0325,2.5,1
4.47,1,77.05,13.21,2,1
4.47,2,69.0257,49.4613,3,1
4.47,3,8.0225,22.95,1.5,1
4.47,4,27.42,88.95,2.5,1
4.48,1,77.2,13.3,2,1
4.48,2,68.8892,49.5344,3,1
4.48,3,8.105,22.8,1.5,1
4.48,4,27.28,88.8675,2.5,1
4.49,1,77.35,13.39,2,1
4.49,2,68.7527,49.6075,3,1
4.49,3,8.1875,22.65,1.5,1
4.49,4,27.14,88.785,2.5,1
4.5,1,77.5,13.48,2,1
4.5,2,68.6163,49.6806,3,1
4.5,3,8.27,22.5,1.5,1
4.5,4,27,88.7025,2.5,1
4.51,1,77.65,13.57,2,1
4.51,2,68.4798,49.7537,3,1
4.51,3,8.3525,22.35,1.5,1
4.51,4,26.86,88.62,2.5,1
4.52,1,77.8,13.66,2,1
4.52,2,68.3434,49.8268,3,1
4.52,3,8.435,22.2,1.5,1
4.52,4,26.72,88.5375,2.5,1
4.53,1,77.95,13.75,2,1
4.53,2,68.2069,49.8999,3,1
4.53,3,8.5175,22.05,1.5,1
4.53,4,26.58,88.455,2.5,1
4.54,1,78.1,13.84,2,1
4.54,2,68.0704,49.973,3,1
4.54,3,8.6,21.9,1.5,1
4.54,4,26.44,88.3725,2.5,1
4.55,1,78.25,13.93,2,1
4.55,2,67.934,50.0461,3,1
4.55,3,8.6825,21.75,1.5,1
4.55,4,26.3,88.29,2.5,1
4.56,1,78.4,14.02,2,1
4.56,2,67.7975,50.1192,3,1
4.56,3,8.765,21.6,1.5,1
4.56,4,26.16,88.2075,2.5,1
4.57,1,78.55,14.11,2,1
4.57,2,67.6611,50.1923,3,1
4.57,3,8.8475,21.45,1.5,1
4.57,4,26.02,88.125,2.5,1
4.58,1,78.7,14.2,2,1
4.58,2,67.5246,50.2654,3,1
4.58,3,8.93,21.3,1.5,1
4.58,4,25.88,88.0425,2.5,1
4.59,1,78.85,14.29,2,1
4.59,2,67.3881,50.3385,3,1
4.59,3,9.0125,21.15,1.5,1
4.59,4,25.74,87.96,2.5,1
4.6,1,79,14.38,2,1
4.6,2,67.2517,50.4116,3,1
4.6,3,9.095,21,1.5,1
4.6,4,25.6,87.8775,2.5,1
4.61,1,79.15,14.47,2,1
4.61,2,67.1152,50.4847,3,1
4.61,3,9.1775,20.85,1.5,1
4.61,4,25.46,87.795,2.5,1
4.62,1,79.3,14.56,2,1
4.62,2,66.9788,50.5578,3,1
4.62,3,9.26,20.7,1.5,1
4.62,4,25.32,87.7125,2.5,1
4.63,1,79.45,14.65,2,1
4.63,2,66.8423,50.6309,3,1
4.63,3,9.3425,20.55,1.5,1
4.63,4,25.18,87.63,2.5,1
4.64,1,79.6,14.74,2,1
4.64,2,66.7058,50.704,3,1
4.64,3,9.425,20.4,1.5,1
4.64,4,25.04,87.5475,2.5,1
4.65,1,79.75,14.83,2,1
4.65,2,66.5694,50.7771,3,1
4.65,3,9.5075,20.25,1.5,1
4.65,4,24.9,87.465,2.5,1
4.66,1,79.9,14.92,2,1
4.66,2,66.4329,50.8502,3,1
4.66,3,9.59,20.1,1.5,1
4.66,4,24.76,87.3825,2.5,1
4.67,1,80.05,15.01,2,1
4.67,2,66.2965,50.9233,3,1
4.67,3,9.6725,19.95,1.5,1
4.67,4,24.62,87.3,2.5,1
4.68,1,80.2,15.1,2,1
4.68,2,66.16,50.9964,3,1
4.68,3,9.755,19.8,1.5,1
4.68,4,24.48,87.2175,2.5,1
4.69,1,80.35,15.19,2,1
4.69,2,66.0235,51.0695,3,1
4.69,3,9.8375,19.65,1.5,1
4.69,4,24.34,87.135,2.5,1
4.7,1,80.5,15.28,2,1
4.7,2,65.8871,51.1426,3,1
4.7,3,9.92,19.5,1.5,1
4.7,4,24.2,87.0525,2.5,1
4.71,1,80.65,15.37,2,1
4.71,2,65.7506,51.2157,3,1
4.71,3,10.0025,19.35,1.5,1
4.71,4,24.06,86.97,2.5,1
4.72,1,80.8,15.46,2,1
4.72,2,65.6142,51.2888,3,1
4.72,3,10.085,19.2,1.5,1
4.72,4,23.92,86.8875,2.5,1
4.73,1,80.95,15.55,2,1
4.73,2,65.4777,51.3618,3,1
4.73,3,10.1675,19.05,1.5,1
4.73,4,23.78,86.805,2.5,1
4.74,1,81.1,15.64,2,1
4.74,2,65.3412,51.4349,3,1
4.74,3,10.25,18.9,1.5,1
4.74,4,23.64,86.7225,2.5,1
4.75,1,81.25,15.73,2,1
4.75,2,65.2048,51.508,3,1
4.75,3,10.3325,18.75,1.5,1
4.75,4,23.5,86.64,2.5,1
4.76,1,81.4,15.82,2,1
4.76,2,65.0683,51.5811,3,1
4.76,3,10.415,18.6,1.5,1
4.76,4,23.36,86.5575,2.5,1
4.77,1,81.55,15.91,2,1
4.77,2,64.9319,51.6542,3,1
4.77,3,10.4975,18.45,1.5,1
4.77,4,23.22,86.475,2.5,1
4.78,1,81.7,16,2,1
4.78,2,64.7954,51.7273,3,1
4.78,3,10.58,18.3,1.5,1
4.78,4,23.08,86.3925,2.5,1
4.79,1,81.85,16.09,2,1
4.79,2,64.6589,51.8004,3,1
4.79,3,10.6625,18.15,1.5,1
4.79,4,22.94,86.31,2.5,1
4.8,1,82,16.18,2,1
4.8,2,64.5225,51.8735,3,1
4.8,3,10.745,18,1.5,1
4.8,4,22.8,86.2275,2.5,1
4.81,1,82.15,16.27,2,1
4.81,2,64.386,51.9466,3,1
4.81,3,10.8275,17.85,1.5,1
4.81,4,22.66,86.145,2.5,1
4.82,1,82.3,16.36,2,1
4.82,2,64.2496,52.0197,3,1
4.82,3,10.91,17.7,1.5,1
4.82,4,22.52,86.0625,2.5,1
4.83,1,82.45,16.45,2,1
4.83,2,64.1131,52.0928,3,1
4.83,3,10.9925,17.55,1.5,1
4.83,4,22.38,85.98,2.5,1
4.84,1,82.6,16.54,2,1
4.84,2,63.9766,52.1659,3,1
4.84,3,11.075,17.4,1.5,1
4.84,4,22.24,85.8975,2.5,1
4.85,1,82.75,16.63,2,1
4.85,2,63.8402,52.239,3,1
4.85,3,11.1575,17.25,1.5,1
4.85,4,22.1,85.815,2.5,1
4.86,1,82.9,16.72,2,1
4.86,2,63.7037,52.3121,3,1
4.86,3,11.24,17.1,1.5,1
4.86,4,21.96,85.7325,2.5,1
4.87,1,83.05,16.81,2,1
4.87,2,63.5673,52.3852,3,1
4.87,3,11.3225,16.95,1.5,1
4.87,4,21.82,85.65,2.5,1
4.88,1,83.2,16.9,2,1
4.88,2,63.4308,52.4583,3,1
4.88,3,11.405,16.8,1.5,1
4.88,4,21.68,85.5675,2.5,1
4.89,1,83.35,16.99,2,1
4.89,2,63.2943,52.5314,3,1
4.89,3,11.4875,16.65,1.5,1
4.89,4,21.54,85.485,2.5,1
4.9,1,83.5,17.08,2,1
4.9,2,63.1579,52.6045,3,1
4.9,3,11.57,16.5,1.5,1
4.9,4,21.4,85.4025,2.5,1
4.91,1,83.65,17.17,2,1
4.91,2,63.0214,52.6776,3,1
4.91,3,11.6525,16.35,1.5,1
4.91,4,21.26,85.32,2.5,1
4.92,1,83.8,17.26,2,1
4.92,2,62.885,52.7507,3,1
4.92,3,11.735,16.2,1.5,1
4.92,4,21.12,85.2375,2.5,1
4.93,1,83.95,17.35,2,1
4.93,2,62.7485,52.8238,3,1
4.93,3,11.8175,16.05,1.5,1
4.93,4,20.98,85.155,2.5,1
4.94,1,84.1,17.44,2,1
4.94,2,62.612,52.8969,3,1
4.94,3,11.9,15.9,1.5,1
4.94,4,20.84,85.0725,2.5,1
4.95,1,84.25,17.53,2,1
4.95,2,62.4756,52.97,3,1
4.95,3,11.9825,15.75,1.5,1
4.95,4,20.7,84.99,2.5,1
4.96,1,84.4,17.62,2,1
4.96,2,62.3391,53.0431,3,1
4.96,3,12.065,15.6,1.5,1
4.96,4,20.56,84.9075,2.5,1
4.97,1,84.55,17.71,2,1
4.97,2,62.2027,53.1162,3,1
4.97,3,12.1475,15.45,1.5,1
4.97,4,20.42,84.825,2.5,1
4.98,1,84.7,17.8,2,1
4.98,2,62.0662,53.1893,3,1
4.98,3,12.23,15.3,1.5,1
4.98,4,20.28,84.7425,2.5,1
4.99,1,84.85,17.89,2,1
4.99,2,61.9297,53.2624,3,1
4.99,3,12.3125,15.15,1.5,1
4.99,4,20.14,84.66,2.5,1
5,1,85,17.98,2,1
5,2,61.7933,53.3355,3,1
5,3,12.395,15,1.5,1
5,4,20,84.5775,2.5,1
5.01,1,85.15,18.07,2,1
5.01,2,61.6568,53.4086,3,1
5.01,3,12.4775,14.85,1.5,1
5.01,4,19.86,84.495,2.5,1
5.02,1,85.3,18.16,2,1
5.02,2,61.5204,53.4817,3,1
5.02,3,12.56,14.7,1.5,1
5.02,4,19.72,84.4125,2.5,1
5.03,1,85.45,18.25,2,1
5.03,2,61.3839,53.5548,3,1
5.03,3,12.6425,14.55,1.5,1
5.03,4,19.58,84.33,2.5,1
5.04,1,85.6,18.34,2,1
5.04,2,61.2474,53.6279,3,1
5.04,3,12.725,14.4,1.5,1
5.04,4,19.44,84.2475,2.5,1
5.05,1,85.75,18.43,2,1
5.05,2,61.111,53.701,3,1
5.05,3,12.8075,14.25,1.5,1
5.05,4,19.3,84.165,2.5,1
5.06,1,85.9,18.52,2,1
5.06,2,60.9745,53.7741,3,1
5.06,3,12.89,14.1,1.5,1
5.06,4,19.16,84.0825,2.5,1
5.07,1,86.05,18.61,2,1
5.07,2,60.8381,53.8472,3,1
5.07,3,12.9725,13.95,1.5,1
5.07,4,19.02,84,2.5,1
5.08,1,86.2,18.7,2,1
5.08,2,60.7016,53.9203,3,1
5.08,3,13.055,13.8,1.5,1
5.08,4,18.88,83.9175,2.5,1
5.09,1,86.35,18.79,2,1
5.09,2,60.5651,53.9934,3,1
5.09,3,13.1375,13.65,1.5,1
5.09,4,18.74,83.835,2.5,1
5.1,1,86.5,18.88,2,1
5.1,2,60.4287,54.0665,3,1
5.1,3,13.22,13.5,1.5,1
5.1,4,18.6,83.7525,2.5,1
5.11,1,86.65,18.97,2,1
5.11,2,60.2922,54.1395,3,1
5.11,3,13.3025,13.35,1.5,1
5.11,4,18.46,83.67,2.5,1
5.12,1,86.8,19.06,2,1
5.12,2,60.1558,54.2126,3,1
5.12,3,13.385,13.2,1.5,1
5.12,4,18.32,83.5875,2.5,1
5.13,1,86.95,19.15,2,1
5.13,2,60.0193,54.2857,3,1
5.13,3,13.4675,13.05,1.5,1
5.13,4,18.18,83.505,2.5,1
5.14,1,87.1,19.24,2,1
5.14,2,59.8828,54.3588,3,1
5.14,3,13.55,12.9,1.5,1
5.14,4,18.04,83.4225,2.5,1
5.15,1,87.25,19.33,2,1
5.15,2,59.7464,54.4319,3,1
5.15,3,13.6325,12.75,1.5,1
5.15,4,17.9,83.34,2.5,1
5.16,1,87.4,19.42,2,1
5.16,2,59.6099,54.505,3,1
5.16,3,13.715,12.6,1.5,1
5.16,4,17.76,83.2575,2.5,1
5.17,1,87.55,19.51,2,1
5.17,2,59.4735,54.5781,3,1
5.17,3,13.7975,12.45,1.5,1
5.17,4,17.62,83.175,2.5,1
5.18,1,87.7,19.6,2,1
5.18,2,59.337,54.6512,3,1
5.18,3,13.88,12.3,1.5,1
5.18,4,17.48,83.0925,2.5,1
5.19,1,87.85,19.69,2,1
5.19,2,59.2005,54.7243,3,1
5.19,3,13.9625,12.15,1.5,1
5.19,4,17.34,83.01,2.5,1
5.2,1,88,19.78,2,1
5.2,2,59.0641,54.7974,3,1
5.2,3,14.045,12,1.5,1
5.2,4,17.2,82.9275,2.5,1
5.21,1,88.15,19.87,2,1
5.21,2,58.9276,54.8705,3,1
5.21,3,14.1275,11.85,1.5,1
5.21,4,17.06,82.845,2.5,1
5.22,1,88.3,19.96,2,1
5.22,2,58.7912,54.9436,3,1
5.22,3,14.21,11.7,1.5,1
5.22,4,16.92,82.7625,2.5,1
5.23,1,88.45,20.05,2,1
5.23,2,58.6547,55.0167,3,1
5.23,3,14.2925,11.55,1.5,1
5.23,4,16.78,82.68,2.5,1
5.24,1,88.6,20.14,2,1
5.24,2,58.5182,55.0898,3,1
5.24,3,14.375,11.4,1.5,1
5.24,4,16.64,82.5975,2.5,1
5.25,1,88.75,20.23,2,1
5.25,2,58.3818,55.1629,3,1
5.25,3,14.4575,11.25,1.5,1
5.25,4,16.5,82.515,2.5,1
5.26,1,88.9,20.32,2,1
5.26,2,58.2453,55.236,3,1
5.26,3,14.54,11.1,1.5,1
5.26,4,16.36,82.4325,2.5,1
5.27,1,89.05,20.41,2,1
5.27,2,58.1088,55.3091,3,1
5.27,3,14.6225,10.95,1.5,1
5.27,4,16.22,82.35,2.5,1
5.28,1,89.2,20.5,2,1
5.28,2,57.9724,55.3822,3,1
5.28,3,14.705,10.8,1.5,1
5.28,4,16.08,82.2675,2.5,1
5.29,1,89.35,20.59,2,1
5.29,2,57.8359,55.4553,3,1
5.29,3,14.7875,10.65,1.5,1
5.29,4,15.94,82.185,2.5,1
5.3,1,89.5,20.68,2,1
5.3,2,57.6995,55.5284,3,1
5.3,3,14.87,10.5,1.5,1
5.3,4,15.8,82.1025,2.5,1
5.31,1,89.65,20.77,2,1
5.31,2,57.563,55.6015,3,1
5.31,3,14.9525,10.35,1.5,1
5.31,4,15.66,82.02,2.5,1
5.32,1,89.8,20.86,2,1
5.32,2,57.4265,55.6746,3,1
5.32,3,15.035,10.2,1.5,1
5.32,4,15.52,81.9375,2.5,1
5.33,1,89.95,20.95,2,1
5.33,2,57.2901,55.7477,3,1
5.33,3,15.1175,10.05,1.5,1
5.33,4,15.38,81.855,2.5,1
5.34,1,90.1,21.04,2,1
5.34,2,57.1536,55.8208,3,1
5.34,3,15.2,9.9,1.5,1
5.34,4,15.24,81.7725,2.5,1
5.35,1,90.25,21.13,2,1
5.35,2,57.0172,55.8939,3,1
5.35,3,15.2825,9.75,1.5,1
5.35,4,15.1,81.69,2.5,1
5.36,1,90.4,21.22,2,1
5.36,2,56.8807,55.967,3,1
5.36,3,15.365,9.6,1.5,1
